name,recclass,surclass,mass (g),fall,date,year,reclat,reclong
Allan Hills 84051,CM2,CM,34.3,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84049,CM2,CM,29.4,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84040,CM2,CM,28.7,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84043,CM2,CM,16.8,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84048,CM2,CM,12.6,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84031,CM2,CM,12.5,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84045,CM2,CM,11.4,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84032,CM2,CM,7.9,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84047,CM2,CM,4.4,Found,1/1/1984,1984,-77.04,157.07
Allan Hills 84030,CM2,CM,6.2,Found,1/1/1984,1984,-77.04,157.09
Allan Hills 83102,CM2,CM,1786.2,Found,1/1/1983,1983,-77.04,157.15
Allan Hills 85004,CM2,CM,8.4,Found,1/1/1985,1985,-77.04,157.18
Allan Hills 85012,CM2,CM,3.9,Found,1/1/1985,1985,-77.04,157.18
Allan Hills 84050,CM2,CM,3.2,Found,1/1/1984,1984,-77.02,156.98
Allan Hills 84053,CM2,CM,5.2,Found,1/1/1984,1984,-77.02,157.01
Allan Hills 84041,CM2,CM,1.3,Found,1/1/1984,1984,-77,156.98
Allan Hills 84035,CM2,CM,3.2,Found,1/1/1984,1984,-76.99,156.98
Allan Hills 82100,CM2,CM,24.3,Found,1/1/1982,1982,-76.98,156.94
Allan Hills 85005,CM2,CM,18.9,Found,1/1/1985,1985,-76.98,156.94
Allan Hills 84046,CM2,CM,1.5,Found,1/1/1984,1984,-76.98,156.96
Allan Hills 84037,CV3,CV,3,Found,1/1/1984,1984,-76.98,156.96
MacKay Glacier 92500,CM2,CM,23.4,Found,1/1/1992,1992,-76.97,162
MacKay Glacier 92502,CM2,CM,0.7,Found,1/1/1992,1992,-76.97,162
Allan Hills 83106,CM2,CM,22.3,Found,1/1/1983,1983,-76.96,156.91
Allan Hills 90407,CM2,CM,0.6,Found,1/1/1990,1990,-76.95,156.94
Allan Hills 85002,CK4,CK,437.7,Found,1/1/1985,1985,-76.92,156.53
Allan Hills 85106,CM2,CM,2.7,Found,1/1/1985,1985,-76.91,156.53
Allan Hills 85007,CM2,CM,82,Found,1/1/1985,1985,-76.91,156.88
Allan Hills 82135,CK4,CK,12.1,Found,1/1/1982,1982,-76.91,156.98
Allan Hills 84036,CM2,CM,2.8,Found,1/1/1984,1984,-76.9,156.84
Allan Hills 85003,CO3.5,CO,50.1,Found,1/1/1985,1985,-76.9,156.87
Allan Hills 85013,CM2,CM,130.4,Found,1/1/1985,1985,-76.89,156.46
Allan Hills 84039,CM2,CM,32.8,Found,1/1/1984,1984,-76.89,156.96
Allan Hills 84038,CK4,CK,12.3,Found,1/1/1984,1984,-76.89,157.05
Allan Hills 82131,CM2,CM,1,Found,1/1/1982,1982,-76.88,156.93
Allan Hills 82101,CO3.4,CO,29.1,Found,1/1/1982,1982,-76.88,156.93
Allan Hills 85006,CV3,CV,49,Found,1/1/1985,1985,-76.85,156.32
Allan Hills 85085,CH3,CH,11.9,Found,1/1/1985,1985,-76.85,156.42
Allan Hills 85009,CM2,CM,46.6,Found,1/1/1985,1985,-76.84,156.14
Allan Hills 85008,CM2,CM,32.1,Found,1/1/1985,1985,-76.84,156.14
Allan Hills 85010,CM2,CM,3.2,Found,1/1/1985,1985,-76.84,156.14
Allan Hills 85011,CM2,CM,10.7,Found,1/1/1985,1985,-76.83,156.17
Allan Hills A81004,CM2,CM,4.7,Found,1/1/1981,1981,-76.82,158.17
Allan Hills 83016,CM2,CM,4.1,Found,1/1/1983,1983,-76.82,158.21
Allan Hills 83026,CO3,CO,0.1,Found,1/1/1983,1983,-76.82,158.21
Allan Hills 84191,CM2,CM,14,Found,1/1/1984,1984,-76.82,158.33
Allan Hills 84028,CV3,CV,735.9,Found,1/1/1984,1984,-76.77,158.89
Allan Hills 84054,CM2,CM,19.4,Found,1/1/1984,1984,-76.74,158.81
Allan Hills 84033,CM2,CM,60.4,Found,1/1/1984,1984,-76.74,158.84
Allan Hills 83100,CM1/2,CM,3019,Found,1/1/1983,1983,-76.72,159.67
Allan Hills A77306,CM2,CM,19.9,Found,1/1/1977,1977,-76.72,159.67
Allan Hills A78261,CM2,CM,5.1,Found,1/1/1978,1978,-76.72,159.67
Allan Hills 99500,CM2,CM,13.6,Found,1/1/1999,1999,-76.72,159.67
Allan Hills A77307,CO3.0,CO,181.3,Found,1/1/1977,1977,-76.72,159.67
Allan Hills A77029,CO3.4,CO,1.4,Found,1/1/1977,1977,-76.72,159.67
Allan Hills A77003,CO3.6,CO,779.6,Found,1/1/1977,1977,-76.72,159.67
Allan Hills A81258,CV3,CV,1.1,Found,1/1/1981,1981,-76.71,158.78
Allan Hills 88052,CM2,CM,7,Found,1/1/1988,1988,-76.71,159.16
Allan Hills A81003,CV3-an,CV,10.1,Found,1/1/1981,1981,-76.71,159.25
Allan Hills 88045,CM1,CM,18,Found,1/1/1988,1988,-76.7,159.09
Allan Hills A81312,CM2,CM,0.7,Found,1/1/1981,1981,-76.69,159.38
Allan Hills A81002,CM2,CM,14,Found,1/1/1981,1981,-76.66,159.33
Elephant Moraine 83224,CM2,CM,8.6,Found,1/1/1983,1983,-76.31,157.4
Elephant Moraine 83250,CM2,CM,11.5,Found,1/1/1983,1983,-76.3,157.18
Elephant Moraine 83389,CM2,CM,19.2,Found,1/1/1983,1983,-76.3,157.24
Elephant Moraine 83334,CM1,CM,2.5,Found,1/1/1983,1983,-76.3,157.27
Elephant Moraine 90428,CK5,CK,7.3,Found,1/1/1990,1990,-76.29,156.35
Elephant Moraine 90007,CK5,CK,131,Found,1/1/1990,1990,-76.29,156.37
Elephant Moraine 90015,CK5,CK,86.8,Found,1/1/1990,1990,-76.29,156.41
Elephant Moraine 90003,CK5,CK,30.8,Found,1/1/1990,1990,-76.29,156.41
Elephant Moraine 90016,CK5,CK,45.1,Found,1/1/1990,1990,-76.29,156.43
Elephant Moraine 90014,CK5,CK,20.8,Found,1/1/1990,1990,-76.29,156.43
Elephant Moraine 90001,CK5,CK,53.2,Found,1/1/1990,1990,-76.29,156.44
Elephant Moraine 90041,CK5,CK,2.2,Found,1/1/1990,1990,-76.29,156.44
Elephant Moraine 87526,CK5,CK,88.2,Found,1/1/1987,1987,-76.29,156.45
Elephant Moraine 90026,CK5,CK,61.5,Found,1/1/1990,1990,-76.29,156.45
Elephant Moraine 90018,CK5,CK,31.4,Found,1/1/1990,1990,-76.29,156.45
Elephant Moraine 90006,CK5,CK,23.9,Found,1/1/1990,1990,-76.29,156.45
Elephant Moraine 87529,CK5,CK,35.7,Found,1/1/1987,1987,-76.29,156.46
Elephant Moraine 90004,CK5,CK,56.7,Found,1/1/1990,1990,-76.29,156.46
Elephant Moraine 90022,CK5,CK,15.5,Found,1/1/1990,1990,-76.29,156.46
Elephant Moraine 90048,CK5,CK,12.4,Found,1/1/1990,1990,-76.29,156.46
Elephant Moraine 90248,CO3,CO,0.4,Found,1/1/1990,1990,-76.29,156.46
Elephant Moraine 83355,C2-ung,OC,66.2,Found,1/1/1983,1983,-76.29,157.28
Elephant Moraine 90025,CK5,CK,45.8,Found,1/1/1990,1990,-76.28,156.4
Elephant Moraine 90008,CK5,CK,40,Found,1/1/1990,1990,-76.28,156.4
Elephant Moraine 90009,CK5,CK,30.1,Found,1/1/1990,1990,-76.28,156.4
Elephant Moraine 90002,CK5,CK,28,Found,1/1/1990,1990,-76.28,156.4
Elephant Moraine 90049,CK5,CK,18,Found,1/1/1990,1990,-76.28,156.4
Elephant Moraine 90013,CK5,CK,36.3,Found,1/1/1990,1990,-76.28,156.41
Elephant Moraine 90023,CK5,CK,31.5,Found,1/1/1990,1990,-76.28,156.41
Elephant Moraine 90036,CK5,CK,21.2,Found,1/1/1990,1990,-76.28,156.42
Elephant Moraine 90052,CK5,CK,10.7,Found,1/1/1990,1990,-76.28,156.43
Elephant Moraine 87519,CK5,CK,23.2,Found,1/1/1987,1987,-76.28,156.44
Elephant Moraine 90010,CK5,CK,10,Found,1/1/1990,1990,-76.28,156.44
Elephant Moraine 87508,CK5,CK,13.4,Found,1/1/1987,1987,-76.28,156.45
Elephant Moraine 87507,CK5,CK,36.2,Found,1/1/1987,1987,-76.28,156.46
Elephant Moraine 87525,CK5,CK,10.3,Found,1/1/1987,1987,-76.28,156.46
Elephant Moraine 90028,CK5,CK,31.3,Found,1/1/1990,1990,-76.28,156.47
Elephant Moraine 90042,CK5,CK,14.2,Found,1/1/1990,1990,-76.28,156.47
Elephant Moraine 90045,CK5,CK,6.6,Found,1/1/1990,1990,-76.28,156.49
Elephant Moraine 87860,CK5/6,CK,32.8,Found,1/1/1987,1987,-76.28,156.49
Elephant Moraine 87527,CK5,CK,5.8,Found,1/1/1987,1987,-76.28,156.5
Elephant Moraine 90039,CK5,CK,5.8,Found,1/1/1990,1990,-76.28,156.52
Elephant Moraine 83226,C2-ung,OC,33.1,Found,1/1/1983,1983,-76.28,157.23
Elephant Moraine 90017,CK5,CK,15.6,Found,1/1/1990,1990,-76.27,156.41
Elephant Moraine 90234,CK5,CK,8.5,Found,1/1/1990,1990,-76.27,156.41
Elephant Moraine 90027,CK5,CK,6.2,Found,1/1/1990,1990,-76.27,156.42
Elephant Moraine 90043,CO3,CO,12.5,Found,1/1/1990,1990,-76.27,156.43
Elephant Moraine 90005,CK5,CK,42.3,Found,1/1/1990,1990,-76.27,156.44
Elephant Moraine 90044,CK5,CK,11.5,Found,1/1/1990,1990,-76.27,156.44
Elephant Moraine 90986,CM2,CM,1.2,Found,1/1/1990,1990,-76.27,156.44
Elephant Moraine 90991,CK5,CK,6.6,Found,1/1/1990,1990,-76.27,156.46
Elephant Moraine 90021,CM2,CM,19.6,Found,1/1/1990,1990,-76.27,156.46
Elephant Moraine 87514,CK5,CK,33.6,Found,1/1/1987,1987,-76.27,156.49
Elephant Moraine 90040,CK5,CK,13.1,Found,1/1/1990,1990,-76.27,156.49
Elephant Moraine 90038,CK5,CK,5.5,Found,1/1/1990,1990,-76.27,156.49
Elephant Moraine 90050,CK5,CK,4.1,Found,1/1/1990,1990,-76.27,156.49
Elephant Moraine 90047,CM1/2,CM,1.2,Found,1/1/1990,1990,-76.27,156.49
Elephant Moraine 90035,CK5,CK,1.3,Found,1/1/1990,1990,-76.27,156.51
Elephant Moraine 87522,CM2,CM,68.6,Found,1/1/1987,1987,-76.27,156.51
Elephant Moraine 90046,CK5,CK,5.3,Found,1/1/1990,1990,-76.27,156.52
Elephant Moraine 83311,CK5,CK,15.3,Found,1/1/1983,1983,-76.27,157.2
Reckling Peak 92401,CM2,CM,7,Found,1/1/1992,1992,-76.24,158.15
Reckling Peak 92402,CM2,CM,8,Found,1/1/1992,1992,-76.24,158.16
Reckling Peak 92400,CM2,CM,7.8,Found,1/1/1992,1992,-76.23,158.06
Reckling Peak 92435,CH3,CH,4.6,Found,1/1/1992,1992,-76.23,158.1
Reckling Peak A80241,CV3,CV,61.4,Found,1/1/1980,1980,-76.21,158.44
Elephant Moraine 96026,C4/5,OC,226,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96238,CH3,CH,0.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 99430,CK4,CK,27.1,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 96029,CM2,CM,848.28,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96016,CM2,CM,132.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96006,CM2,CM,42.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96017,CM2,CM,19.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96019,CM2,CM,18.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96010,CM2,CM,16.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96098,CM2,CM,15.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96097,CM2,CM,12.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96096,CM2,CM,12.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96012,CM2,CM,9.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96018,CM2,CM,5.89,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96011,CM2,CM,5.34,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96007,CM2,CM,5.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96014,CM2,CM,2.34,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96013,CM2,CM,2.13,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96226,CM2,CM,2.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96005,CM2,CM,1.36,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 99437,CM2,CM,6,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 96286,CR2,CR,12.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96259,CR2,CR,12.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 92179,CR2,CR,21.5,Found,1/1/1992,1992,-76.07,156
Elephant Moraine 92042,CR2,CR,103.7,Found,1/1/1992,1992,-76.07,156.01
Elephant Moraine 92062,CR2,CR,73.5,Found,1/1/1992,1992,-76.07,156.01
Elephant Moraine 92105,CR2,CR,18.2,Found,1/1/1992,1992,-76.07,156.01
Elephant Moraine 92190,CR2,CR,13.4,Found,1/1/1992,1992,-76.06,156
Elephant Moraine 92174,CR2,CR,63.9,Found,1/1/1992,1992,-76.06,156.01
Elephant Moraine 92169,CR2,CR,21.5,Found,1/1/1992,1992,-76.06,156.01
Elephant Moraine 92070,CR2,CR,17.8,Found,1/1/1992,1992,-76.06,156.01
Elephant Moraine 92092,CR2,CR,3.5,Found,1/1/1992,1992,-76.06,156.02
Elephant Moraine 87846,CR2,CR,8.1,Found,1/1/1987,1987,-76.06,156.07
Elephant Moraine 92159,CR2,CR,67.6,Found,1/1/1992,1992,-76.05,156
Elephant Moraine 92052,CR2,CR,89.6,Found,1/1/1992,1992,-76.05,156.01
Elephant Moraine 92176,CR2,CR,25.6,Found,1/1/1992,1992,-76.05,156.01
Elephant Moraine 92178,CR2,CR,19.5,Found,1/1/1992,1992,-76.05,156.01
Elephant Moraine 92162,CR2,CR,31.6,Found,1/1/1992,1992,-76.05,156.02
Elephant Moraine 92168,CR2,CR,17.7,Found,1/1/1992,1992,-76.05,156.02
Elephant Moraine 92165,CR2,CR,34.7,Found,1/1/1992,1992,-76.05,156.03
Elephant Moraine 92144,CR2,CR,12.6,Found,1/1/1992,1992,-76.05,156.03
Elephant Moraine 92177,CR2,CR,11.4,Found,1/1/1992,1992,-76.05,156.03
Elephant Moraine 92185,CR2,CR,10,Found,1/1/1992,1992,-76.05,156.03
Elephant Moraine 92143,CR2,CR,9.8,Found,1/1/1992,1992,-76.05,156.03
Elephant Moraine 87747,CR2,CR,38.2,Found,1/1/1987,1987,-76.05,156.08
Elephant Moraine 87847,CR2,CR,32.9,Found,1/1/1987,1987,-76.05,156.08
Elephant Moraine 92094,CR2,CR,16.7,Found,1/1/1992,1992,-76.05,156.09
Elephant Moraine 92128,CV3,CV,1.2,Found,1/1/1992,1992,-76.05,156.33
Elephant Moraine 92126,CO3,CO,4.8,Found,1/1/1992,1992,-76.05,156.34
Elephant Moraine 92006,C2,OC,0.8,Found,1/1/1992,1992,-76.05,156.45
Elephant Moraine 92152,CR2,CR,38.8,Found,1/1/1992,1992,-76.04,155.95
Elephant Moraine 92161,CR2,CR,51.2,Found,1/1/1992,1992,-76.04,156.01
Elephant Moraine 92164,CR2,CR,36.5,Found,1/1/1992,1992,-76.04,156.01
Elephant Moraine 92175,CR2,CR,41,Found,1/1/1992,1992,-76.04,156.02
Elephant Moraine 92189,CR2,CR,11.1,Found,1/1/1992,1992,-76.04,156.02
Elephant Moraine 87770,CR2,CR,38.6,Found,1/1/1987,1987,-76.04,156.03
Elephant Moraine 92065,CR2,CR,46.7,Found,1/1/1992,1992,-76.04,156.03
Elephant Moraine 87812,CR2,CR,11.9,Found,1/1/1987,1987,-76.04,156.05
Elephant Moraine 92183,CR2,CR,7.7,Found,1/1/1992,1992,-76.04,156.05
Elephant Moraine 92107,CR2,CR,10.9,Found,1/1/1992,1992,-76.04,156.07
Elephant Moraine 87711,CR2,CR,5.7,Found,1/1/1987,1987,-76.04,156.09
Elephant Moraine 92103,CM2,CM,1.5,Found,1/1/1992,1992,-76.04,156.13
Elephant Moraine 92008,CM2,CM,1.5,Found,1/1/1992,1992,-76.04,156.27
Elephant Moraine 92048,CR2,CR,58.5,Found,1/1/1992,1992,-76.03,155.91
Elephant Moraine 92150,CR2,CR,18.8,Found,1/1/1992,1992,-76.03,156.02
Elephant Moraine 92131,CR2,CR,15.2,Found,1/1/1992,1992,-76.03,156.02
Elephant Moraine 87850,CR2,CR,14.5,Found,1/1/1987,1987,-76.03,156.03
Elephant Moraine 92166,CR2,CR,44.7,Found,1/1/1992,1992,-76.03,156.03
Elephant Moraine 92171,CR2,CR,24,Found,1/1/1992,1992,-76.03,156.03
Elephant Moraine 92136,CR2,CR,8.2,Found,1/1/1992,1992,-76.03,156.03
Elephant Moraine 92149,CR2,CR,25,Found,1/1/1992,1992,-76.03,156.04
Elephant Moraine 92011,CR2,CR,17.5,Found,1/1/1992,1992,-76.03,156.04
Elephant Moraine 92147,CR2,CR,1.5,Found,1/1/1992,1992,-76.03,156.04
Elephant Moraine 92163,CR2,CR,33.4,Found,1/1/1992,1992,-76.03,156.05
Elephant Moraine 92005,CM2,CM,5.4,Found,1/1/1992,1992,-76.03,156.3
Elephant Moraine 92002,CK5,CK,1041,Found,1/1/1992,1992,-76.02,155.8
Elephant Moraine 92010,CM2,CM,1,Found,1/1/1992,1992,-76.02,155.98
Elephant Moraine 92007,CM2,CM,0.6,Found,1/1/1992,1992,-76.02,155.98
Elephant Moraine 92009,CM2,CM,0.2,Found,1/1/1992,1992,-76.02,155.98
Elephant Moraine 92180,CR2,CR,14.7,Found,1/1/1992,1992,-76.02,156.03
Elephant Moraine 92138,CR2,CR,1.2,Found,1/1/1992,1992,-76.01,155.83
Elephant Moraine 92156,CR2,CR,0.4,Found,1/1/1992,1992,-76.01,155.84
David Glacier 92308,Chondrite-fusion crust,OC,1.7,Found,1/1/1992,1992,-75.32,162
David Glacier 92300,CK4,CK,26.7,Found,1/1/1992,1992,-75.32,162
Grove Mountains 020015,CK4,CK,10.1,Found,1/1/2002,2002,-73.12,75.11
Grove Mountains 020017,CM2,CM,2.2,Found,1/1/2002,2002,-73.1,75.18
Grove Mountains 020005,CM2,CM,0.4,Found,1/1/2002,2002,-73.1,75.2
Grove Mountains 020025,CM2,CM,3.6,Found,1/1/2002,2002,-73.08,75.28
Grove Mountains 021579,CO3,CO,6.6,Found,1/1/2003,2003,-72.97,75.22
Frontier Mountain 95002,CO3,CO,64.6,Found,1/1/1995,1995,-72.97,160.44
Grove Mountains 021536,CM2,CM,1.45,Found,1/1/2003,2003,-72.96,75.22
Grove Mountains 021580,CM2,CM,0.48,Found,1/1/2003,2003,-72.96,75.22
Grove Mountains 050179,CM2,CM,5.03,Found,1/1/2006,2006,-72.96,75.22
Frontier Mountain 99040,CO3,CO,71.4,Found,1/1/1999,1999,-72.96,160.56
Frontier Mountain 97002,CV3,CV,0.3,Found,1/1/1997,1997,-72.95,160.48
Frontier Mountain 97003,CV3,CV,0.2,Found,1/1/1997,1997,-72.95,160.48
Grove Mountains 050384,CM2,CM,0.76,Found,1/1/2006,2006,-72.89,75.21
Grove Mountains 021710,CR2,CR,442.6,Found,1/1/2003,2003,-72.79,75.29
Grove Mountains 021767,CR,CR,0.86,Found,1/1/2003,2003,-72.78,75.29
Grove Mountains 021769,CR2,CR,0.66,Found,1/1/2003,2003,-72.78,75.31
Grove Mountains 021768,CR,CR,1,Found,1/1/2003,2003,-72.78,75.33
Grove Mountains 021865,CV3,CV,1.28,Found,1/1/2003,2003,-72.78,75.34
Grove Mountains 021992,CV3,CV,1.1,Found,1/1/2003,2003,-72.78,75.35
Grove Mountains 022459,CV3,CV,1.1,Found,1/1/2003,2003,-72.77,75.33
Grove Mountains 023159,CV3,CV,1.31,Found,1/1/2003,2003,-72.77,75.34
Grove Mountains 023154,CV3,CV,1.2,Found,1/1/2003,2003,-72.77,75.34
Grove Mountains 023158,CV3,CV,1.18,Found,1/1/2003,2003,-72.77,75.34
Grove Mountains 023155,CV3,CV,0.41,Found,1/1/2003,2003,-72.77,75.34
Belgica 7904,C2-ung,OC,1234,Found,1/1/1979,1979,-72.58,31.25
Asuka 882113,C4,OC,53.98,Found,1/1/1988,1988,-72,26
Asuka 881551,C6,OC,162.48,Found,1/1/1988,1988,-72,26
Asuka 881020,CH3,CH,52.12,Found,1/1/1988,1988,-72,26
Asuka 881541,CH3,CH,49.11,Found,1/1/1988,1988,-72,26
Asuka 881691,CH3,CH,9.12,Found,1/1/1988,1988,-72,26
Asuka 880691,CK4,CK,28.77,Found,1/1/1988,1988,-72,26
Asuka 881951,CK4,CK,23.88,Found,1/1/1988,1988,-72,26
Asuka 881473,CK4,CK,17.65,Found,1/1/1988,1988,-72,26
Asuka 881277,CK5,CK,129.57,Found,1/1/1988,1988,-72,26
Asuka 880718,CK5,CK,30.18,Found,1/1/1988,1988,-72,26
Asuka 87127,CK6,CK,19.12,Found,1/1/1987,1987,-72,26
Asuka 881725,CK6,CK,33.27,Found,1/1/1988,1988,-72,26
Asuka 881452,CK6,CK,12.77,Found,1/1/1988,1988,-72,26
Asuka 881458,CM2,CM,56.84,Found,1/1/1988,1988,-72,26
Asuka 881280,CM2,CM,48.47,Found,1/1/1988,1988,-72,26
Asuka 881955,CM2,CM,40,Found,1/1/1988,1988,-72,26
Asuka 881655,CM2,CM,36.64,Found,1/1/1988,1988,-72,26
Asuka 881594,CM2,CM,35.74,Found,1/1/1988,1988,-72,26
Asuka 881334,CM2,CM,34.05,Found,1/1/1988,1988,-72,26
Asuka 881632,CO3,CO,138.11,Found,1/1/1988,1988,-72,26
Asuka 882094,CO3,CO,112.89,Found,1/1/1988,1988,-72,26
Asuka 881099,CO3,CO,98.35,Found,1/1/1988,1988,-72,26
Asuka 881256,CO3,CO,46.77,Found,1/1/1988,1988,-72,26
Asuka 881279,CO3,CO,38.3,Found,1/1/1988,1988,-72,26
Asuka 880849,CO3,CO,31.97,Found,1/1/1988,1988,-72,26
Asuka 881535,CO3,CO,1.58,Found,1/1/1988,1988,-72,26
Asuka 87346,CO3.3,CO,132.11,Found,1/1/1987,1987,-72,26
Asuka 881595,CR2,CR,126.59,Found,1/1/1988,1988,-72,26
Asuka 87344,CV3,CV,22.18,Found,1/1/1987,1987,-72,26
Asuka 880835,CV3,CV,58.48,Found,1/1/1988,1988,-72,26
Asuka 881317,CV3,CV,57.29,Found,1/1/1988,1988,-72,26
Yamato 75003,CM2,CM,1.61,Found,1/1/1975,1975,-71.83,35.5
Yamato 74662,CM2,CM,150.9,Found,1/1/1974,1974,-71.81,36.19
Yamato 74642,CM2,CM,10.6,Found,1/1/1974,1974,-71.7,35.91
Yamato 74641,CM2,CM,4.59,Found,1/1/1974,1974,-71.7,35.91
Yamato 793581,C,OC,11.44,Found,1/1/1979,1979,-71.5,35.67
Yamato 793277,C,OC,2.23,Found,1/1/1979,1979,-71.5,35.67
Yamato 86770,C,OC,94.89,Found,1/1/1986,1986,-71.5,35.67
Yamato 86772,C,OC,81,Found,1/1/1986,1986,-71.5,35.67
Yamato 86771,C,OC,38.31,Found,1/1/1986,1986,-71.5,35.67
Yamato 86773,C,OC,28.35,Found,1/1/1986,1986,-71.5,35.67
Yamato 86767,C,OC,2.86,Found,1/1/1986,1986,-71.5,35.67
Yamato 82162,C1/2-ung,OC,41.73,Found,1/1/1982,1982,-71.5,35.67
Yamato 86720,C2-ung,OC,858.71,Found,1/1/1986,1986,-71.5,35.67
Yamato 86789,C2-ung,OC,340.36,Found,1/1/1986,1986,-71.5,35.67
Yamato 86633,C4,OC,3.96,Found,1/1/1986,1986,-71.5,35.67
Yamato 86028,C6,OC,3.92,Found,1/1/1986,1986,-71.5,35.67
Yamato 86029,CI1,CI,11.83,Found,1/1/1986,1986,-71.5,35.67
Yamato 86737,CI1,CI,2.81,Found,1/1/1986,1986,-71.5,35.67
Yamato 693,CK4/5,CK,150,Found,1/1/1969,1969,-71.5,35.67
Yamato 82102,CK5,CK,316.18,Found,1/1/1982,1982,-71.5,35.67
Yamato 82103,CK5,CK,87.7,Found,1/1/1982,1982,-71.5,35.67
Yamato 82105,CK5,CK,45.4,Found,1/1/1982,1982,-71.5,35.67
Yamato 82104,CK5,CK,9.83,Found,1/1/1982,1982,-71.5,35.67
Yamato 82191,CK6,CK,147.52,Found,1/1/1982,1982,-71.5,35.67
Yamato 82042,CM1/2,CM,37.08,Found,1/1/1982,1982,-71.5,35.67
Yamato 75293,CM2,CM,8.1,Found,1/1/1975,1975,-71.5,35.67
Yamato 793321,CM2,CM,379.73,Found,1/1/1979,1979,-71.5,35.67
Yamato 791198,CM2,CM,179.77,Found,1/1/1979,1979,-71.5,35.67
Yamato 791191,CM2,CM,70.08,Found,1/1/1979,1979,-71.5,35.67
Yamato 793595,CM2,CM,48.22,Found,1/1/1979,1979,-71.5,35.67
Yamato 791825,CM2,CM,29.15,Found,1/1/1979,1979,-71.5,35.67
Yamato 791824,CM2,CM,23.28,Found,1/1/1979,1979,-71.5,35.67
Yamato 794080,CM2,CM,21.11,Found,1/1/1979,1979,-71.5,35.67
Yamato 794078,CM2,CM,16.53,Found,1/1/1979,1979,-71.5,35.67
Yamato 793586,CM2,CM,13.84,Found,1/1/1979,1979,-71.5,35.67
Yamato 793601,CM2,CM,13.49,Found,1/1/1979,1979,-71.5,35.67
Yamato 794081,CM2,CM,11.91,Found,1/1/1979,1979,-71.5,35.67
Yamato 791190,CM2,CM,10.88,Found,1/1/1979,1979,-71.5,35.67
Yamato 794083,CM2,CM,8.18,Found,1/1/1979,1979,-71.5,35.67
Yamato 794074,CM2,CM,8.13,Found,1/1/1979,1979,-71.5,35.67
Yamato 793564,CM2,CM,7.48,Found,1/1/1979,1979,-71.5,35.67
Yamato 794077,CM2,CM,7.38,Found,1/1/1979,1979,-71.5,35.67
Yamato 790123,CM2,CM,6.79,Found,1/1/1979,1979,-71.5,35.67
Yamato 793500,CM2,CM,5.67,Found,1/1/1979,1979,-71.5,35.67
Yamato 794079,CM2,CM,3.72,Found,1/1/1979,1979,-71.5,35.67
Yamato 793530,CM2,CM,3.33,Found,1/1/1979,1979,-71.5,35.67
Yamato 794082,CM2,CM,1.88,Found,1/1/1979,1979,-71.5,35.67
Yamato 794019,CM2,CM,1.47,Found,1/1/1979,1979,-71.5,35.67
Yamato 792768,CM2,CM,,Found,1/1/1979,1979,-71.5,35.67
Yamato 81010,CM2,CM,1.27,Found,1/1/1981,1981,-71.5,35.67
Yamato 82098,CM2,CM,94.48,Found,1/1/1982,1982,-71.5,35.67
Yamato 82054,CM2,CM,76.34,Found,1/1/1982,1982,-71.5,35.67
Yamato 82099,CM2,CM,4.93,Found,1/1/1982,1982,-71.5,35.67
Yamato 82090,CM2,CM,3.31,Found,1/1/1982,1982,-71.5,35.67
Yamato 8412,CM2,CM,5.63,Found,1/1/1984,1984,-71.5,35.67
Yamato 8452,CM2,CM,3.29,Found,1/1/1984,1984,-71.5,35.67
Yamato 8403,CM2,CM,2.51,Found,1/1/1984,1984,-71.5,35.67
